show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s315,TV Show,Orange Is the New Black: Season 5,Quentin Tarantino,"Denzel Washington, Meryl Streep, Cate Blanchett, Emma Stone",United States,"October 14, 2020",2020,TV-MA,5 Seasons,Crime TV Shows,A thought-provoking narrative exploring themes of identity and redemption.
s316,Movie,Goodfellas,Alfonso Cuaron,"Tom Hanks, Denzel Washington",Mexico,"January 13, 2021",2000,PG-13,79 min,"Dramas, Comedies",A thought-provoking narrative exploring themes of identity and redemption.
s317,Movie,Schindlers List: Part 2,Guillermo del Toro,"Ryan Gosling, Tom Hanks, Viola Davis",United States,"August 1, 2019",2010,TV-14,131 min,"Documentaries, Reality TV, Stand-Up Comedy",A visually stunning piece that captivates with its unique perspective.
s318,Movie,Saving Private Ryan,Quentin Tarantino,"Morgan Freeman, Meryl Streep, Scarlett Johansson, Leonardo DiCaprio, Angelina Jolie",Brazil,"October 12, 2019",2016,TV-14,146 min,Kids TV,An emotional journey that resonates with viewers around the world.
s319,Movie,Silence of Lambs,David Fincher,"Meryl Streep, Scarlett Johansson",United Kingdom,"December 16, 2019",2004,TV-14,116 min,Drama TV Shows,An emotional journey that resonates with viewers around the world.
s320,TV Show,Lupin: Season 4,David Fincher,"Meryl Streep, Cate Blanchett, Tom Hanks, Ryan Gosling",United Kingdom,"April 5, 2019",2017,TV-Y,4 Seasons,"International Movies, Children & Family Movies, Action & Adventure",An emotional journey that resonates with viewers around the world.
s321,TV Show,You,Denis Villeneuve,"Angelina Jolie, Cate Blanchett, Scarlett Johansson, Tom Hanks, Denzel Washington",Spain,"April 2, 2020",2014,TV-MA,4 Seasons,"Kids TV, Children & Family Movies, Action & Adventure",A visually stunning piece that captivates with its unique perspective.
s322,Movie,Shawshank Redemption,David Fincher,"Viola Davis, Morgan Freeman",United States,"September 17, 2021",2016,TV-MA,149 min,Kids TV,A gripping tale that explores complex characters through unexpected twists.
s323,Movie,Thunder Force,Bong Joon-ho,"Emma Stone, Tom Hanks, Meryl Streep, Brad Pitt",India,"February 25, 2018",2002,TV-MA,92 min,"Comedies, Stand-Up Comedy",A visually stunning piece that captivates with its unique perspective.
s324,Movie,Bird Box,Bong Joon-ho,"Leonardo DiCaprio, Angelina Jolie, Viola Davis, Denzel Washington",United Kingdom,"February 2, 2015",2011,TV-MA,132 min,Anime Series,An award-winning production that redefines storytelling in modern cinema.
s325,Movie,Parasite,Martin Scorsese,"Brad Pitt, Angelina Jolie, Morgan Freeman, Denzel Washington, Scarlett Johansson",Brazil,"November 11, 2021",2020,PG,175 min,"International Movies, Crime TV Shows, Children & Family Movies",A gripping tale that explores complex characters through unexpected twists.
s326,Movie,Saving Private Ryan,Denis Villeneuve,"Morgan Freeman, Cate Blanchett, Tom Hanks, Viola Davis, Ryan Gosling",Japan,"June 11, 2021",2020,TV-MA,165 min,Romantic Movies,An award-winning production that redefines storytelling in modern cinema.
s327,TV Show,Breaking Bad: Season 3,Denis Villeneuve,"Cate Blanchett, Viola Davis, Angelina Jolie, Emma Stone, Meryl Streep",United States,"April 8, 2015",2011,TV-MA,3 Seasons,"International Movies, Reality TV, Horror Movies",A thought-provoking narrative exploring themes of identity and redemption.
s328,Movie,Interstellar,Ava DuVernay,"Tom Hanks, Leonardo DiCaprio, Meryl Streep, Angelina Jolie",United States,"July 15, 2020",2010,R,137 min,Reality TV,A visually stunning piece that captivates with its unique perspective.
s329,Movie,Oxygen: Part 3,Martin Scorsese,"Emma Stone, Leonardo DiCaprio, Denzel Washington",United Kingdom,"March 15, 2021",2017,TV-MA,127 min,"Drama TV Shows, Crime TV Shows",An emotional journey that resonates with viewers around the world.
s330,Movie,The Matrix: Part 3,,"Viola Davis, Morgan Freeman",Turkey,"December 20, 2021",2017,TV-MA,118 min,"Dramas, Thrillers, Kids TV",An emotional journey that resonates with viewers around the world.
s331,Movie,Oxygen: Part 2,Sofia Coppola,"Leonardo DiCaprio, Emma Stone, Angelina Jolie, Cate Blanchett",Spain,"September 2, 2020",2019,TV-MA,87 min,Documentaries,A visually stunning piece that captivates with its unique perspective.
s332,Movie,The Old Guard,Guillermo del Toro,"Morgan Freeman, Denzel Washington",United States,"February 5, 2021",2011,TV-Y7,151 min,"Romantic Movies, Action & Adventure, Thrillers",An emotional journey that resonates with viewers around the world.
s333,Movie,Project Power,Martin Scorsese,"Angelina Jolie, Meryl Streep",South Korea,"March 16, 2020",2018,TV-MA,78 min,"Action & Adventure, Dramas",A gripping tale that explores complex characters through unexpected twists.
s334,TV Show,Narcos: Season 4,Steven Spielberg,"Viola Davis, Morgan Freeman, Leonardo DiCaprio, Meryl Streep",India,"June 6, 2021",2018,TV-MA,4 Seasons,"Thrillers, International Movies",An award-winning production that redefines storytelling in modern cinema.
s335,Movie,The Godfather: Part 3,Steven Spielberg,"Meryl Streep, Tom Hanks, Cate Blanchett",Japan,"February 10, 2021",2016,PG-13,116 min,"Documentaries, Comedies, Action & Adventure",An emotional journey that resonates with viewers around the world.
s336,Movie,Thunder Force,Guillermo del Toro,"Cate Blanchett, Tom Hanks",Australia,"October 11, 2020",2017,PG-13,147 min,"Children & Family Movies, Kids TV, Horror Movies",A gripping tale that explores complex characters through unexpected twists.
s337,Movie,Schindlers List,Guillermo del Toro,"Leonardo DiCaprio, Brad Pitt, Angelina Jolie, Viola Davis",South Korea,"August 14, 2018",2018,TV-14,161 min,Thrillers,A gripping tale that explores complex characters through unexpected twists.
s338,TV Show,Mindhunter,Guillermo del Toro,"Scarlett Johansson, Emma Stone, Morgan Freeman, Denzel Washington, Leonardo DiCaprio",United States,"June 13, 2019",2016,TV-MA,5 Seasons,"Drama TV Shows, Crime TV Shows",A thought-provoking narrative exploring themes of identity and redemption.
s339,Movie,Bird Box: Part 2,Sofia Coppola,"Scarlett Johansson, Viola Davis, Tom Hanks, Emma Stone",India,"August 7, 2019",2018,R,166 min,"Anime Series, Documentaries",A gripping tale that explores complex characters through unexpected twists.
s340,Movie,The Godfather: Part 2,Quentin Tarantino,"Scarlett Johansson, Tom Hanks, Emma Stone, Morgan Freeman",South Korea,"December 18, 2019",2014,TV-Y7,95 min,"Dramas, Kids TV",An emotional journey that resonates with viewers around the world.
s341,Movie,Avengers Endgame,Sofia Coppola,"Viola Davis, Tom Hanks, Angelina Jolie, Meryl Streep",United Kingdom,"August 12, 2019",2017,PG-13,139 min,"Stand-Up Comedy, International Movies, Reality TV",An award-winning production that redefines storytelling in modern cinema.
s342,Movie,Malcolm and Marie,David Fincher,"Tom Hanks, Cate Blanchett",Canada,"October 5, 2017",2016,R,134 min,"Crime TV Shows, Drama TV Shows",A gripping tale that explores complex characters through unexpected twists.
s343,Movie,Army of the Dead,Quentin Tarantino,"Brad Pitt, Denzel Washington",Turkey,"May 4, 2021",2012,PG,146 min,"Romantic Movies, Horror Movies",A visually stunning piece that captivates with its unique perspective.
s344,TV Show,The Queens Gambit: Season 2,Quentin Tarantino,"Angelina Jolie, Meryl Streep, Brad Pitt, Scarlett Johansson",United States,"November 24, 2020",2019,TV-PG,2 Seasons,"Kids TV, Crime TV Shows, Drama TV Shows",An emotional journey that resonates with viewers around the world.
s345,Movie,Fight Club,Quentin Tarantino,"Denzel Washington, Morgan Freeman, Meryl Streep",Spain,"April 22, 2017",2012,TV-PG,107 min,"Dramas, Children & Family Movies, Anime Series",A visually stunning piece that captivates with its unique perspective.
s346,Movie,Roma,Alfonso Cuaron,"Emma Stone, Ryan Gosling, Scarlett Johansson, Cate Blanchett",Japan,"September 27, 2018",2010,R,111 min,"Comedies, Thrillers, Stand-Up Comedy",An emotional journey that resonates with viewers around the world.
s347,Movie,Pulp Fiction,Christopher Nolan,"Angelina Jolie, Meryl Streep",Germany,"June 16, 2019",2002,TV-14,91 min,"Action & Adventure, Reality TV",A thought-provoking narrative exploring themes of identity and redemption.
s348,Movie,The Godfather,Alfonso Cuaron,"Angelina Jolie, Scarlett Johansson, Leonardo DiCaprio, Brad Pitt, Viola Davis",France,"June 17, 2021",2015,TV-MA,100 min,"Comedies, Romantic Movies, Kids TV",A gripping tale that explores complex characters through unexpected twists.
s349,Movie,Army of the Dead,Ava DuVernay,"Emma Stone, Denzel Washington, Cate Blanchett",United Kingdom,"December 21, 2020",2010,PG-13,175 min,"Reality TV, Drama TV Shows",An award-winning production that redefines storytelling in modern cinema.
s350,Movie,Malcolm and Marie,Alfonso Cuaron,"Cate Blanchett, Denzel Washington, Emma Stone",Germany,"August 24, 2018",2014,PG-13,99 min,"Dramas, Horror Movies, Stand-Up Comedy",An award-winning production that redefines storytelling in modern cinema.
s351,Movie,Bird Box,Martin Scorsese,"Tom Hanks, Emma Stone, Meryl Streep, Morgan Freeman",United States,"November 24, 2020",2011,TV-MA,169 min,"Kids TV, Drama TV Shows, International Movies",An emotional journey that resonates with viewers around the world.
s352,Movie,Shawshank Redemption,Spike Lee,"Ryan Gosling, Tom Hanks, Meryl Streep, Scarlett Johansson",South Korea,"June 13, 2021",2009,TV-MA,90 min,Horror Movies,An award-winning production that redefines storytelling in modern cinema.
s353,Movie,Black Panther,Ava DuVernay,"Morgan Freeman, Tom Hanks, Brad Pitt, Viola Davis",South Korea,"December 9, 2016",2001,R,158 min,"Romantic Movies, Reality TV",An emotional journey that resonates with viewers around the world.
s354,Movie,The Old Guard,Quentin Tarantino,"Meryl Streep, Ryan Gosling, Tom Hanks",United States,"January 23, 2021",2018,PG,175 min,"Children & Family Movies, Horror Movies",An emotional journey that resonates with viewers around the world.
s355,Movie,Forrest Gump,,"Brad Pitt, Tom Hanks, Morgan Freeman, Cate Blanchett, Viola Davis",United States,"August 5, 2017",2015,PG-13,113 min,"Stand-Up Comedy, Documentaries",A thought-provoking narrative exploring themes of identity and redemption.
s356,TV Show,Breaking Bad: Season 4,Quentin Tarantino,"Scarlett Johansson, Leonardo DiCaprio, Tom Hanks, Morgan Freeman, Viola Davis",South Korea,"September 25, 2016",2010,TV-14,4 Seasons,"Comedies, Thrillers, Kids TV",An award-winning production that redefines storytelling in modern cinema.
s357,Movie,Inception,Martin Scorsese,"Tom Hanks, Denzel Washington, Scarlett Johansson, Angelina Jolie",United States,"October 5, 2016",2007,TV-14,171 min,Crime TV Shows,A thought-provoking narrative exploring themes of identity and redemption.
s358,TV Show,Lupin: Season 5,Bong Joon-ho,"Ryan Gosling, Emma Stone",France,"August 27, 2020",2019,PG,5 Seasons,"Stand-Up Comedy, Documentaries",A thought-provoking narrative exploring themes of identity and redemption.
s359,TV Show,Ozark: Season 2,Denis Villeneuve,"Emma Stone, Meryl Streep",United States,"May 28, 2021",2015,R,2 Seasons,"International Movies, Drama TV Shows, Action & Adventure",An award-winning production that redefines storytelling in modern cinema.
s360,Movie,The Old Guard,Quentin Tarantino,"Morgan Freeman, Viola Davis",United Kingdom,"October 19, 2021",2021,TV-Y7,143 min,"Crime TV Shows, Thrillers",A visually stunning piece that captivates with its unique perspective.
s361,Movie,Interstellar: Part 2,Bong Joon-ho,"Viola Davis, Leonardo DiCaprio, Morgan Freeman",United Kingdom,"November 3, 2015",2011,TV-MA,147 min,"Comedies, Documentaries",A gripping tale that explores complex characters through unexpected twists.
s362,Movie,Thunder Force,Martin Scorsese,"Cate Blanchett, Brad Pitt, Meryl Streep, Leonardo DiCaprio",India,"March 1, 2016",2015,TV-MA,164 min,Horror Movies,A gripping tale that explores complex characters through unexpected twists.
s363,Movie,Goodfellas,Steven Spielberg,"Angelina Jolie, Morgan Freeman, Ryan Gosling, Leonardo DiCaprio, Brad Pitt",India,"May 19, 2018",2015,R,124 min,"Action & Adventure, Romantic Movies, Dramas",A visually stunning piece that captivates with its unique perspective.
s364,Movie,Project Power: Part 2,Denis Villeneuve,"Cate Blanchett, Emma Stone",Canada,"September 7, 2018",2013,R,116 min,Romantic Movies,A visually stunning piece that captivates with its unique perspective.
s365,TV Show,The Witcher: Season 2,Guillermo del Toro,"Angelina Jolie, Meryl Streep, Viola Davis",United States,"May 27, 2017",2012,TV-14,2 Seasons,"Kids TV, Action & Adventure, Horror Movies",A visually stunning piece that captivates with its unique perspective.
s366,Movie,The Dark Knight: Part 2,Denis Villeneuve,"Morgan Freeman, Cate Blanchett, Ryan Gosling, Tom Hanks, Leonardo DiCaprio",United States,"January 14, 2015",2008,PG-13,137 min,"International Movies, Dramas",An emotional journey that resonates with viewers around the world.
s367,Movie,Oxygen,Martin Scorsese,"Denzel Washington, Ryan Gosling, Leonardo DiCaprio, Angelina Jolie, Scarlett Johansson",United States,"March 18, 2021",2021,TV-14,93 min,"Action & Adventure, Anime Series",A gripping tale that explores complex characters through unexpected twists.
s368,TV Show,Sweet Tooth,David Fincher,"Leonardo DiCaprio, Meryl Streep, Tom Hanks",United States,"September 22, 2016",2004,R,3 Seasons,Action & Adventure,An award-winning production that redefines storytelling in modern cinema.
s369,TV Show,Sweet Tooth: Season 1,Spike Lee,"Tom Hanks, Cate Blanchett, Brad Pitt, Leonardo DiCaprio, Morgan Freeman",Spain,"August 2, 2020",2019,TV-MA,1 Season,Dramas,A visually stunning piece that captivates with its unique perspective.
s370,Movie,Gladiator,Steven Spielberg,"Scarlett Johansson, Cate Blanchett, Tom Hanks, Viola Davis, Brad Pitt",United Kingdom,"March 26, 2015",2013,PG-13,131 min,"Thrillers, Crime TV Shows",A gripping tale that explores complex characters through unexpected twists.
s371,Movie,Pulp Fiction: Part 2,Guillermo del Toro,"Leonardo DiCaprio, Denzel Washington, Ryan Gosling",South Korea,"July 28, 2021",2011,PG,177 min,"Crime TV Shows, Action & Adventure, Comedies",A gripping tale that explores complex characters through unexpected twists.
s372,TV Show,Breaking Bad: Season 2,Christopher Nolan,"Denzel Washington, Emma Stone",United States,"February 24, 2020",2015,TV-PG,2 Seasons,Documentaries,A gripping tale that explores complex characters through unexpected twists.
s373,Movie,Parasite,Denis Villeneuve,"Angelina Jolie, Denzel Washington, Meryl Streep",United States,"January 17, 2021",2020,PG-13,103 min,Drama TV Shows,An emotional journey that resonates with viewers around the world.
s374,TV Show,Mindhunter: Season 2,Guillermo del Toro,"Meryl Streep, Tom Hanks, Morgan Freeman, Viola Davis",United States,"December 8, 2021",2021,PG-13,2 Seasons,"International Movies, Children & Family Movies, Documentaries",A thought-provoking narrative exploring themes of identity and redemption.
s375,Movie,Goodfellas,Quentin Tarantino,"Scarlett Johansson, Cate Blanchett",France,"April 25, 2021",2018,TV-PG,113 min,Dramas,A thought-provoking narrative exploring themes of identity and redemption.
s376,Movie,Chicago 7,Martin Scorsese,"Ryan Gosling, Denzel Washington, Meryl Streep, Emma Stone, Leonardo DiCaprio",South Korea,"March 23, 2021",2013,TV-MA,88 min,"Thrillers, Children & Family Movies",A gripping tale that explores complex characters through unexpected twists.
s377,Movie,The Old Guard,Alfonso Cuaron,"Viola Davis, Morgan Freeman",United States,"June 20, 2020",2014,G,87 min,"Reality TV, Anime Series, Children & Family Movies",A thought-provoking narrative exploring themes of identity and redemption.
s378,TV Show,Breaking Bad: Season 6,Spike Lee,"Cate Blanchett, Morgan Freeman",India,"June 9, 2021",2019,TV-PG,6 Seasons,"Kids TV, Action & Adventure",A visually stunning piece that captivates with its unique perspective.
